function_id,x,y
0,20.205044607248986,43.25225230028844
0,11.232413562643933,16.36439808339272
0,33.978324570263496,62.04448983513621
0,43.858583533113375,73.59669754643375
0,32.12951911497828,29.792666507155033
0,30.506300789993837,26.012853810128746
0,15.582937242912202,54.855070177746256
0,0.4105687334607544,15.399954952616104
0,55.520375269532586,45.24059826268866
0,29.770286302465493,30.98603792897437
0,19.654049948429186,58.14530053621283
0,16.440239047899794,37.410810364146364
0,8.406989233196818,36.32913902331185
0,46.74807883576993,56.13563435163018
0,5.300875301625522,51.69922894362387
0,8.513060845788909,15.322796900288346
0,13.766712413299103,35.94364571091144
0,34.90852238242066,25.009003273810148
0,32.65462342560801,68.02849709921482
0,48.905154238826285,50.45615324986072
0,51.39212728496691,80.12011226867656
0,25.314797541861587,17.411375623220323
0,1.5476947191763424,37.77978688269113
0,18.373374312436013,55.53237293866086
0,57.18993796281573,62.60156455976566
0,30.746822955668282,20.21910761201113
0,43.6606829800332,28.292358900088388
0,21.94470918236074,52.90698925170095
0,10.391312564175683,15.321983180534428
0,47.68191502562579,88.95604549306121
0,36.82108604198925,51.07517521783144
0,21.85053871993653,66.8644423855062
0,27.08967263286634,49.63900844849316
0,18.260941129841918,27.63088436119238
0,34.72308341777219,52.102590827336456
0,25.346345943289826,71.23354291896122
0,21.953947187695004,16.007676001091625
0,29.270644590764665,51.038182266937035
0,37.50863471637609,82.24532503357725
0,1.742886824316503,58.7771795838074
0,58.74196373962617,79.59608819316563
0,43.5512035875382,43.859187459975686
0,41.72892384906005,69.22459638257372
0,20.658438754710073,37.15707825780754
0,8.263808743048992,28.20886186414356
0,3.071575931726891,21.4000866544267
0,39.29799365832001,47.43020732069007
0,54.1010168936816,41.55624379322895
0,18.13644317894932,26.44066608664765
0,25.59828252642847,53.43267593232811
0,49.15648836359915,37.29654876429939
0,54.473162576805116,45.956566566100534
0,55.405847869322415,64.7971487803405
0,1.9997521959783704,18.791528155509077
0,9.933883019676111,36.847876620395766
0,13.701030487988303,25.2260767922877
0,22.03701076936766,51.965988574697235
0,55.85493852422193,63.026777887251384
0,34.67788714363841,47.62992638273927
0,57.87084023738132,81.08981861128652
0,23.302481104131818,52.73530972218772
0,18.900245420742145,12.408460210277205
0,16.722062896582226,39.87019237311736
0,38.40957548125162,28.600076429505382
0,18.8745423825149,50.81646883510089
0,54.35255268423037,76.83623836318799
0,3.0687979686428513,4.124081738564005
0,46.70143141122423,72.03497545677448
0,38.83744945999099,48.80822191324664
0,55.990884471115606,61.006052168465715
0,27.994013593489708,77.49413596541396
0,8.17250267468914,48.992596158674374
0,45.98834014373092,44.19727745719275
0,34.30209920388478,72.02447185602144
0,7.560853340170213,13.085458878248613
0,25.095217315343767,70.6775381127028
0,55.6920755138223,78.95252672037869
0,8.499694532061632,23.439300490783683
0,52.42418661496008,89.00717388853323
0,59.12250051988894,78.02318843121341
0,55.29539583693204,67.49552517603664
0,24.46194266923275,17.148608539215328
0,56.44331096251969,48.31027694520941
0,59.474679486464495,42.79816803410323
0,31.75959652943029,55.14463898164399
0,38.753868432367,72.20190351948698
0,45.536045592614315,48.99773147419184
0,58.570928007830915,56.135160287470505
0,22.183365829670578,59.18828001337951
0,7.508503450477127,56.78577398576763
0,34.016459932692655,76.59028066584541
0,30.61176930336818,39.454261850167455
0,7.85579395458631,25.943963311629208
0,2.1709377360887605,41.6824506775692
0,49.75951086628445,62.370128395015485
0,11.871837880331075,18.641903983806323
0,3.6801080626470117,47.12512899923931
0,41.61396452590098,59.19396993213719
